code,date,open,high,low,close,volume,amount,name,sector
AAPL,2025-11-20,270.09480618650156,274.68232536305425,265.1981613886433,265.5272521972656,45823600,12167414593.786621,Apple,Technology
AAPL,2025-11-21,265.2280517805383,272.5879921198442,264.9488130991126,270.75299072265625,59030800,15982765644.750977,Apple,Technology
AAPL,2025-11-24,270.164627965921,276.24807542504453,270.164627965921,275.1710205078125,65585800,18047311516.82129,Apple,Technology
AAPL,2025-11-25,274.52274228722064,279.6188865292943,274.5028075356392,276.2181396484375,46914200,12958553047.094727,Apple,Technology
AAPL,2025-11-26,276.2082055022192,278.7712367451818,275.8791146523587,276.7966003417969,33431400,9253697864.666748,Apple,Technology
AAPL,2025-11-28,276.50736791500816,278.242634823177,275.2407959413455,278.0930480957031,20135600,5599570379.23584,Apple,Technology
AAPL,2025-12-01,277.2553332443013,282.65065109438723,275.3904143522869,282.3315124511719,46587700,13153175802.62146,Apple,Technology
AAPL,2025-12-02,282.231773534172,286.619823290159,281.86278279875575,285.4131164550781,53669500,15317979253.585815,Apple,Technology
AAPL,2025-12-03,285.4231155973949,287.8365294074879,282.5309633672564,283.378662109375,43538700,12337938555.981445,Apple,Technology
AAPL,2025-12-04,283.3287830094401,283.95707766942763,277.83373081751637,279.9380187988281,43989100,12314221502.74353,Apple,Technology
AAPL,2025-12-05,279.77845592816414,280.37683325787106,277.2951945750906,278.0232238769531,47265800,13140990095.123291,Apple,Technology
AAPL,2025-12-08,277.374989388386,278.9108174051644,275.4003533668138,277.1356506347656,38211800,10589852054.925537,Apple,Technology
AAPL,2025-12-09,277.40493251311347,279.2698514894354,276.16830825817004,276.4275817871094,32193300,8899116068.746948,Apple,Technology
AAPL,2025-12-10,276.9960211276047,278.9905919368044,275.68957968235776,278.0232238769531,33038300,9185414677.41394,Apple,Technology
AAPL,2025-12-11,278.34237127554803,278.8310314000742,273.0667227973629,277.2752685546875,33248000,9218848128.90625,Apple,Technology
AAPL,2025-12-12,277.14559334691864,278.4620173164318,276.06853855760204,277.5245666503906,39532900,10971350940.933228,Apple,Technology
AAPL,2025-12-15,279.3894873363706,279.3894873363706,272.0993337942639,273.3658752441406,50409100,13780127741.76941,Apple,Technology
AAPL,2025-12-16,272.07941349564567,274.752131096348,271.0522107383373,273.8645324707031,37648600,10310616237.176514,Apple,Technology
AAPL,2025-12-17,274.2634587890498,275.41033087528734,270.9026119684932,271.10205078125,50138700,13592704393.50586,Apple,Technology
AAPL,2025-12-18,272.8672697170699,272.88723490520505,266.22537510199504,271.4511413574219,51630700,14015212444.082642,Apple,Technology
AAPL,2025-12-19,271.4112306527045,273.8545921928022,269.1673383776201,272.9271240234375,144632000,39473995801.75781,Apple,Technology
AAPL,2025-12-22,272.1192896847017,273.13654030849926,269.7756932559407,270.23443603515625,36571800,9882959747.790527,Apple,Technology
AAPL,2025-12-23,270.1048034873943,271.7603010837797,268.8282792538215,271.62066650390625,29642000,8051379796.508789,Apple,Technology
AAPL,2025-12-24,271.60070067851706,274.6823088952694,271.46109654935304,273.06671142578125,17910600,4890788641.662598,Apple,Technology
AAPL,2025-12-26,273.4158142002898,274.6225212124231,272.1193247047194,272.6578674316406,21521800,5868088091.290283,Apple,Technology
AAPL,2025-12-29,271.9497734782625,273.61522314661676,271.6107000753325,273.0168762207031,23715200,6474649822.949219,Apple,Technology
AAPL,2025-12-30,272.06942798009953,273.3359694836473,271.54086793463244,272.33868408203125,22139600,6029469530.102539,Apple,Technology
AAPL,2025-12-31,272.3187639976345,272.9370761103812,271.0123224859311,271.12200927734375,27293600,7399895672.412109,Apple,Technology
AAPL,2026-01-02,271.52095990203577,277.0857995993762,268.26979943372277,270.27435302734375,37838100,10226667997.283936,Apple,Technology
AAPL,2026-01-05,269.9053759278346,270.7730094869922,265.41759095171795,266.5345458984375,45647200,12166555723.535156,Apple,Technology
AAPL,2026-01-06,266.27524679504927,266.8237416838396,261.4084883511094,261.6478271484375,52352100,13697813211.657715,Apple,Technology
AAPL,2026-01-07,262.485556491205,262.96423405428067,259.10474402829175,259.6233215332031,48309800,12542350738.604736,Apple,Technology
AAPL,2026-01-08,256.3222864925608,258.58614386359903,255.00587765735156,258.3368225097656,50419300,13025161755.166626,Apple,Technology
AAPL,2026-01-09,258.3767027680543,259.5036402038468,255.52448097015204,258.6659240722656,39997000,10345860965.118408,Apple,Technology
AAPL,2026-01-12,258.45648066308013,260.5906555331263,256.1028713590674,259.54351806640625,45263800,11747925893.0542,Apple,Technology
AAPL,2026-01-13,258.01770778709204,261.0993163539261,257.68861696081353,260.34136962890625,45730800,11905619106.225586,Apple,Technology
AAPL,2026-01-14,258.78557762508564,261.1092696408236,256.0131254420647,259.2543029785156,40019400,10375201652.618408,Apple,Technology
AAPL,2026-01-15,259.94247342351326,260.3314293980394,256.35223934409396,257.50909423828125,39388600,10142922709.313965,Apple,Technology
AAPL,2026-01-16,257.1998957308392,258.1971811198186,254.23795690818102,254.83633422851562,72142800,18384606692.980957,Apple,Technology
AAPL,2026-01-20,252.04394930256512,254.09835490933511,242.75922413209136,246.0303192138672,80267500,19748238647.499084,Apple,Technology
AAPL,2026-01-21,248.02489020045314,250.87712721718017,244.51444112970407,246.9777374267578,54641700,13495283435.151672,Apple,Technology
AAPL,2026-01-22,248.52352576906395,250.31864258405668,247.47637302553753,247.67584228515625,39708300,9834786648.21167,Apple,Technology
AAPL,2026-01-23,246.64863719927277,248.73296007338791,244.0157890837153,247.36666870117188,41689000,10312469051.483154,Apple,Technology
AAPL,2026-01-26,250.7973501838168,255.86356228737432,249.121917868832,254.71669006347656,55969200,14256289369.500732,Apple,Technology
AAPL,2026-01-27,258.4664899667647,261.2389423700868,257.5090739976807,257.56890869140625,49648300,12787858449.383545,Apple,Technology
AAPL,2026-01-28,256.9505880888889,258.1572949521919,253.81911240916085,255.74388122558594,41288000,10559153368.041992,Apple,Technology
AAPL,2026-01-29,257.29964922744847,258.94516415300217,253.7193980705993,257.5788879394531,67253000,17322952950.59204,Apple,Technology
AAPL,2026-01-30,254.4773517832236,261.1890792690021,251.49546251262876,258.7756652832031,92443400,23922102336.04126,Apple,Technology
AAPL,2026-02-02,259.3241194003358,269.7557160843994,258.50633807413067,269.27703857421875,73913400,19903181462.95166,Apple,Technology
AAPL,2026-02-03,268.4692659190308,271.1419837262723,266.88355520832346,268.7485046386719,64394700,17305979331.655884,Apple,Technology
AAPL,2026-02-04,271.55083028665655,278.19275421850585,271.55083028665655,275.7394104003906,90545700,24967017932.29065,Apple,Technology
AAPL,2026-02-05,277.37501624935936,278.7412924914769,272.48832346973,275.1610412597656,52977400,14577316547.235107,Apple,Technology
AAPL,2026-02-06,276.3677049075235,280.1474248180158,276.1782182606431,277.364990234375,50453400,13994006798.291016,Apple,Technology
AAPL,2026-02-09,277.41494619870406,277.70443813431814,271.2160169672847,274.13079833984375,44623400,12232648266.638184,Apple,Technology
AAPL,2026-02-10,274.40031021957236,274.87943562430115,272.4537718732244,273.19244384765625,34376900,9391509322.906494,Apple,Technology
AAPL,2026-02-11,274.2106536370846,279.6808719096702,273.9610989943363,275.00921630859375,51931300,14281586114.886475,Apple,Technology
AAPL,2026-02-12,275.09909064411113,275.22886395053104,259.7165366668213,261.2637939453125,81077200,21182536874.46289,Apple,Technology
AAPL,2026-02-13,261.5432690161623,261.7628783299504,254.9949421084194,255.32435607910156,56290700,14372386730.741882,Apple,Technology
AAPL,2026-02-17,257.5903108294174,265.8156532326085,255.08478749757862,263.4099426269531,58469100,15401342276.449585,Apple,Technology
AAPL,2026-02-18,263.13045584681157,266.3447212846438,261.9825104325609,263.8791198730469,34203300,9025536700.753784,Apple,Technology
AAPL,2026-02-19,262.13220471573277,264.00886051677537,259.5867290635135,260.11578369140625,30845300,8023349382.696533,Apple,Technology
AAPL,2026-02-20,258.50868117461044,264.2783836675007,257.7001265171608,264.1086730957031,42070500,11111183931.472778,Apple,Technology
AAPL,2026-02-23,263.0206001676805,268.95002088588865,262.91081074777924,265.705810546875,37308200,9913005521.044922,Apple,Technology
AAPL,2026-02-24,267.38283777638213,274.4003442568012,267.233111068832,271.6552429199219,47014600,12771762583.782959,Apple,Technology
AAPL,2026-02-25,271.29586819299504,274.45024283739696,270.567157599074,273.74151611328125,33714300,9229003596.697998,Apple,Technology
AAPL,2026-02-26,274.4602128097023,275.61811956353745,270.31758130113775,272.4637756347656,32345100,8812868069.284058,Apple,Technology
AAPL,2026-02-27,272.3240124520744,272.3240124520744,262.4217010495403,263.7093811035156,72366500,19083724927.627563,Apple,Technology
AAPL,2026-03-02,261.94253069595567,266.05518620599753,259.73647625260065,264.2484130859375,41827900,11052956197.717285,Apple,Technology
AAPL,2026-03-03,263.0106738027697,265.08695529305965,259.6666350681776,263.2801818847656,38568900,10154427007.095337,Apple,Technology
AAPL,2026-03-04,264.17854815272653,265.67587606267574,260.95432154975975,262.0523376464844,39803100,10430495400.576782,Apple,Technology
AAPL,2026-03-05,260.3254337562426,261.09405110124777,256.79173142961054,259.8263244628906,49658600,12902611515.9729,Apple,Technology
AAPL,2026-03-06,258.16927189629365,258.3090066542827,253.916851068475,257.0013427734375,41120000,10567895214.84375,Apple,Technology
AAPL,2026-03-09,255.2345148744848,260.68477987096253,253.22808575123491,259.41705322265625,38218500,9914530648.590088,Apple,Technology
AAPL,2026-03-10,257.19102845716964,262.01244158439727,256.4922936817907,260.3653564453125,30590800,7964784545.947266,Apple,Technology
AAPL,2026-03-11,260.62486739620806,261.6630231774062,259.08760235948154,260.3453674316406,26218900,6825969154.153442,Apple,Technology
AAPL,2026-03-12,258.1992253881205,258.48871731031414,253.72719511663234,255.30438232421875,40794000,10414886972.53418,Apple,Technology
AAPL,2026-03-13,255.024890934378,255.87336762960538,249.07551643845036,249.6744384765625,36930000,9220477012.939453,Apple,Technology
AAPL,2026-03-16,251.66090222791988,253.43773019062647,249.4348789230203,252.36964416503906,32074200,8094554440.878296,Apple,Technology
AAPL,2026-03-17,252.5093881906664,254.67552076289968,251.7307636559193,253.77711486816406,32361600,8212633480.517578,Apple,Technology
AAPL,2026-03-18,252.1799767808244,254.48585937367065,248.55643828829037,249.49476623535156,35757900,8921408901.567078,Apple,Technology
AAPL,2026-03-19,248.95572868612365,251.38140795985734,246.85947863088072,248.5165252685547,34864100,8664304988.615417,Apple,Technology
AAPL,2026-03-20,247.53824109812177,248.75606899357115,245.56177255944445,247.54823303222656,88331100,21866207726.792908,Apple,Technology
AAPL,2026-03-23,253.51758537106093,254.14646797882926,249.83415620831627,251.04200744628906,40546100,10178774338.117981,Apple,Technology
AAPL,2026-03-24,249.90403139868116,254.37604644028636,249.10545347620703,251.1917266845703,45152300,11341884200.779724,Apple,Technology
AAPL,2026-03-25,253.6473574345128,254.5457480998694,251.15181088451408,252.16998291015625,28476700,7180968952.3376465,Apple,Technology
AAPL,2026-03-26,251.67088153367666,256.5421934269488,250.32329549316128,252.43951416015625,41796700,10551138641.497803,Apple,Technology
AAPL,2026-03-27,253.4477020992108,255.03488128462607,247.6281009352486,248.35679626464844,47900000,11896290541.07666,Apple,Technology
AAPL,2026-03-30,249.62453299565456,250.4230956915925,245.07264337813007,246.19065856933594,39446200,9711285956.05774,Apple,Technology
AAPL,2026-03-31,247.46837564153284,255.02488248828539,246.65982101631488,253.337890625,49598100,12565078033.007812,Apple,Technology
AAPL,2026-04-01,253.62737973002484,255.7236296181179,252.8787157917901,255.17462158203125,40059400,10222142235.803223,Apple,Technology
AAPL,2026-04-02,253.74717405681358,255.6737439434535,250.20349485503914,255.464111328125,31289400,7993318764.990234,Apple,Technology
AAPL,2026-04-06,256.053045051996,261.6929736576745,256.003115847535,258.3988342285156,29329900,7578811968.03894,Apple,Technology
AAPL,2026-04-07,255.70368128016966,255.7436185540334,245.2623079794448,253.0484161376953,62148000,15726452966.125488,Apple,Technology
AAPL,2026-04-08,257.98960165960847,259.2872736156141,256.0730086009651,258.43878173828125,41032800,10604466843.310547,Apple,Technology
AAPL,2026-04-09,258.5386040524215,260.65482250105316,255.6138310165902,260.02593994140625,28121600,7312345472.65625,Apple,Technology
AAPL,2026-04-10,259.5168819122501,261.7229364827484,258.5585701252562,260.0159912109375,31291500,8136290388.977051,Apple,Technology
AAPL,2026-04-13,259.2673359057164,259.71651601158027,256.2027973984465,258.73828125,36234700,9375303999.609375,Apple,Technology
AAPL,2026-04-14,258.78816168339415,261.4633801130582,256.73183388682423,258.368896484375,48370700,12497484381.176758,Apple,Technology
AAPL,2026-04-15,257.7001261657452,266.08515659729386,257.35074355126085,265.95538330078125,49913500,13274764024.383545,Apple,Technology
AAPL,2026-04-16,266.3246925362851,266.6840670491935,260.804545264895,262.9307556152344,43323100,11390975418.59436,Apple,Technology
AAPL,2026-04-17,266.4844323486072,271.8149160854778,266.24486962975914,269.7486267089844,61436200,16572330580.218506,Apple,Technology
AAPL,2026-04-20,269.84841238867654,273.7913879220191,269.80850557942483,272.5635681152344,36590200,9973155470.050049,Apple,Technology
AAPL,2026-04-21,271.0163536236942,272.3140256362382,264.9272139873882,265.69586181640625,50209800,13340536082.629395,Apple,Technology
AAPL,2026-04-22,267.3429346055621,273.2523721409737,266.39461467279705,272.68341064453125,43249200,11793339363.64746,Apple,Technology
AAPL,2026-04-23,274.56001085217736,275.2787294551341,271.1660737405759,272.9429016113281,33399600,9116183736.657715,Apple,Technology
AAPL,2026-04-24,272.2741016414235,272.5735550213531,269.16962610782736,270.5771179199219,38157100,10324438146.182251,Apple,Technology
AAPL,2026-04-27,265.6159889280984,267.88193422863776,264.59781690250213,267.1332702636719,41466800,11077161891.369629,Apple,Technology
AAPL,2026-04-28,271.8548539018017,272.7432830913257,268.181416710472,270.2277526855469,40018900,10814217411.947632,Apple,Technology
AAPL,2026-04-29,267.07336249706583,270.55716597281076,266.56429174844374,269.688720703125,30047900,8103579710.81543,Apple,Technology
AAPL,2026-04-30,270.018146234023,275.50834883767226,267.6623648300734,270.86663818359375,91848200,24878613157.214355,Apple,Technology
AAPL,2026-05-01,278.36321169794013,286.7083346607987,277.87409435408995,279.6409606933594,79915400,22347619230.19409,Apple,Technology
AAPL,2026-05-04,279.16182884121525,280.13010214166496,274.3703610857382,276.33685302734375,46668400,12896198791.82129,Apple,Technology
AAPL,2026-05-05,276.43668191704,284.0630869835518,276.00745521106614,283.67376708984375,49311700,13988435700.604248,Apple,Technology
AAPL,2026-05-06,281.4177950537395,287.5168959460148,280.5693031693742,286.9978332519531,58336100,16742334300.369263,Apple,Technology
AAPL,2026-05-07,288.75467457606095,291.60959552514373,285.2709015174152,286.9279479980469,45224300,12976115598.648071,Apple,Technology
AAPL,2026-05-08,289.49338424193445,294.2349225642168,289.48339230776435,292.7974853515625,52692800,15428319336.132812,Apple,Technology
AAPL,2026-05-11,291.72841688276577,293.6267735875138,289.979924827367,292.42779541015625,42247300,12354284801.031494,Apple,Technology
AAPL,2026-05-12,292.3078994315659,295.0155556946294,292.3078994315659,294.54595947265625,45748100,13474918008.551025,Apple,Technology
AAPL,2026-05-13,293.24708951115105,300.6607090744109,293.24708951115105,298.6124572753906,52684300,15732188282.833862,Apple,Technology
AAPL,2026-05-14,299.5616620172475,300.1911240450107,295.12548538387824,297.9530334472656,35324900,10525161111.221313,Apple,Technology
AAPL,2026-05-15,297.643304079477,302.93875555297063,296.26448829773227,299.9713134765625,54862800,16457266177.001953,Apple,Technology
AAPL,2026-05-18,299.98126929450746,300.4009207908792,294.6558756451712,297.5833435058594,34483000,10261566434.112549,Apple,Technology
AAPL,2026-05-19,296.7140952726279,300.2510533099592,296.09463441963413,298.7123718261719,42243600,12618685950.476074,Apple,Technology
AAPL,2026-05-20,297.9230626302997,302.5390768782648,297.82314269813475,301.98956298828125,38229800,11545000595.129395,Apple,Technology
AAPL,2026-05-21,300.80056674721834,305.27671719779084,300.1411318265125,304.7271728515625,42965100,13092633454.284668,Apple,Technology
AAPL,2026-05-22,305.85620846339293,311.13165741506583,305.57645096183757,308.55389404296875,43670200,13474610263.635254,Apple,Technology
AAPL,2026-05-26,309.29325163060713,311.5513139598484,307.4048960873393,308.0643005371094,48000500,14787240457.931519,Apple,Technology
AAPL,2026-05-27,308.0643052358437,312.9900803339556,308.0343323058515,310.5821533203125,50430900,15662937515.881348,Apple,Technology
AAPL,2026-05-28,310.412282475935,312.5304508120942,309.30325358892543,312.24072265625,48220400,15056372542.773438,Apple,Technology
AAPL,2026-05-29,311.5113496628706,314.7285763294451,309.2632884033746,311.7911071777344,70026800,21833733504.11377,Apple,Technology
AAPL,2026-06-01,309.363197507879,310.67206624496237,304.7571540774977,306.0460510253906,48849900,14950318987.98523,Apple,Technology
AAPL,2026-06-02,307.1950545511415,315.1781903378333,306.42572903356995,314.92840576171875,44534700,14025242072.076416,Apple,Technology
AAPL,2026-06-03,313.9092501546009,316.6668815001487,308.5838566628498,309.9926452636719,50836700,15759003109.475708,Apple,Technology
AAPL,2026-06-04,312.96009909963743,313.26982953176514,309.38316692864953,310.9618225097656,44869100,13952577110.372925,Apple,Technology
AAPL,2026-06-05,312.5903972939029,314.8984348439246,306.8853260765596,307.0751647949219,65310500,20055232550.338745,Apple,Technology
AAPL,2026-06-08,308.4739595974908,317.1265012321255,300.9105055796523,301.2801818847656,77949100,23484519025.753784,Apple,Technology
AAPL,2026-06-09,300.0212482417878,300.4908444635933,287.5320194610898,290.29962158203125,70108800,20352558109.570312,Apple,Technology
AAPL,2026-06-10,290.4894628291428,294.4960172141002,287.1323727394638,291.3287353515625,52793300,15380205324.035645,Apple,Technology
AAPL,2026-06-11,293.4668864344149,296.7440586571729,289.3404406054596,295.375244140625,42572500,12574862581.176758,Apple,Technology
AAPL,2026-06-12,295.7749221682621,296.88398158337014,289.3704417369658,290.879150390625,38742100,11269269132.348633,Apple,Technology
